Deck Name,URL,Player,Card Kingdom,TCG Player,Manatraders,Cardhoarder,Format
Other,http://www.mtgtop8.com/event?e=27233&d=414319&f=MO,Erik157751,541,586,34.95,107,MO
Heliod Company,http://www.mtgtop8.com/event?e=27337&d=416714&f=MO,Thomas Salerio,498,615,34.95,220,MO
Other,http://www.mtgtop8.com/event?e=27233&d=414331&f=MO,Rav104,499,838,34.95,141,MO
Other,http://www.mtgtop8.com/event?e=27233&d=414332&f=MO,Yanti,680,1116,59.95,455,MO
Azorius Aggro,http://www.mtgtop8.com/event?e=26964&d=411090&f=MO,Ishigami Nobuhide,653,693,34.95,331,MO
Utopia Gruul,http://www.mtgtop8.com/event?e=27421&d=417718&f=MO,Trevor Dewald,691,1092,59.95,359,MO
Utopia Gruul,http://www.mtgtop8.com/event?e=27384&d=417194&f=MO,Trevor Dewald,691,1093,59.95,359,MO
Sultai Ninjas,http://www.mtgtop8.com/event?e=27235&d=414343&f=MO,Pat,872,904,59.95,388,MO
Gruul Utopia,http://www.mtgtop8.com/event?e=27417&d=417637&f=MO,Etou Masahiro,635,1057,59.95,380,MO
Golgari Soulflayer,http://www.mtgtop8.com/event?e=26840&d=409091&f=MO,yuseimax,683,779,34.95,162,MO
Gruul Utopia,http://www.mtgtop8.com/event?e=27318&d=416419&f=MO,Maeda Tatuya,555,968,34.95,358,MO
Utopia Gruul,http://www.mtgtop8.com/event?e=27410&d=417517&f=MO,Phill_Hellmuth,826,1220,59.95,442,MO
Utopia Gruul,http://www.mtgtop8.com/event?e=27410&d=417527&f=MO,SebastianStueckl,843,1505,59.95,361,MO
Gruul Utopia,http://www.mtgtop8.com/event?e=27364&d=417015&f=MO,Handou Shinnosuke,837,1213,59.95,451,MO
Ponza,http://www.mtgtop8.com/event?e=27211&d=414104&f=MO,Fabio Baruffa,243,831,9.95,82,MO
Gargaroth Utopia,http://www.mtgtop8.com/event?e=27199&d=414009&f=MO,Pierre Almaraz,599,1005,59.95,243,MO
Gruul Utopia,http://www.mtgtop8.com/event?e=27344&d=416808&f=MO,Osamoto Yuuki,665,1094,59.95,441,MO
Gargaroth´s Utopia,http://www.mtgtop8.com/event?e=27300&d=416220&f=MO,Pierre Almaraz,617,1020,59.95,247,MO
Gruul Pillage,http://www.mtgtop8.com/event?e=27216&d=414130&f=MO,Julien « Night » Caillaux,619,1503,34.95,240,MO
Gruul Utopia,http://www.mtgtop8.com/event?e=27387&d=417217&f=MO,Junno Ryuuichi,592,1010,59.95,374,MO
Gruul Utopia,http://www.mtgtop8.com/event?e=27152&d=413636&f=MO,Lorenzo Nicoli,544,1003,59.95,364,MO
Utopia Gruul,http://www.mtgtop8.com/event?e=27161&d=413697&f=MO,kaikalbuquerque,591,993,34.95,307,MO
Gruul Utopia Gargarothless,http://www.mtgtop8.com/event?e=27118&d=413301&f=MO,Jérémy Finel,536,980,59.95,412,MO
Gruul Utopia,http://www.mtgtop8.com/event?e=27198&d=414000&f=MO,Toumayan Nicolas,652,1066,59.95,412,MO
Utopia Gruul,http://www.mtgtop8.com/event?e=27212&d=414107&f=MO,Takeuchi Ryouta,777,1176,59.95,373,MO
Utopia Gruul,http://www.mtgtop8.com/event?e=27101&d=413098&f=MO,Bordas99,613,1011,34.95,325,MO
Gruul Utopia,http://www.mtgtop8.com/event?e=27233&d=414324&f=MO,komattaman,705,1133,59.95,464,MO
UrzaTron,http://www.mtgtop8.com/event?e=27410&d=417519&f=MO,mathguy31415,627,695,34.95,242,MO
UrzaTron,http://www.mtgtop8.com/event?e=27380&d=417152&f=MO,Nishimura Yuuta,511,627,34.95,244,MO
UrzaTron,http://www.mtgtop8.com/event?e=27410&d=417525&f=MO,bmwracer0,671,754,34.95,228,MO
UrzaTron,http://www.mtgtop8.com/event?e=27242&d=414437&f=MO,Delpoctrol,599,692,34.95,227,MO
